IPC,专利数,度数,聚类系数,近年增长频率
D01D10,4162,426,0.49911905080512065,0.2873618452666987
A61C8,4158,329,0.5043244967261402,0.3874458874458874
E02B1,4157,569,0.4708994708994709,0.4330045706038008
E04H15,4157,727,0.38351686035435323,0.30214096704354104
E05B19,4156,353,0.39487179487179486,0.09672762271414823
B43L1,4154,471,0.43684507863612343,0.3719306692344728
B23F23,4148,176,0.5002989834562488,0.41538090646094505
B65D19,4148,524,0.43720078540384316,0.281099324975892
G01L11,4144,945,0.37337584120787204,0.5641891891891891
C03C25,4139,671,0.4274276558989644,0.3264073447692679
B02C7,4131,632,0.41936053700759585,0.4829339143064633
B29C59,4131,829,0.3630204566814326,0.24885015734688937
A47B9,4129,536,0.44566477644033137,0.35311213368854444
H01J17,4122,219,0.51194743130227,0.006792819019893256
C22C45,4108,440,0.4413550254432985,0.2517039922103213
C07C63,4107,582,0.509070335298672,0.2527392257121987
B29C31,4103,493,0.44616151959765576,0.39946380697050937
A61K131,4095,323,0.5847741433021807,0.28644688644688643
B66C11,4091,515,0.42547666910331383,0.5512099731117086
F02C9,4091,391,0.3753080857604749,0.3475922757272061
A01N61,4091,468,0.4936452997369514,0.2243950134441457
F26B13,4088,531,0.38919201466460446,0.49021526418786693
B25B21,4087,366,0.38986770804952625,0.2801565940787864
F23J1,4085,500,0.3668597932979403,0.4697674418604651
B23G1,4075,323,0.461351246105919,0.3754601226993865
F16L21,4074,566,0.41604625675522466,0.38782523318605794
F02N11,4071,448,0.35666851413311834,0.184966838614591
G02B17,4070,372,0.47142752508606167,0.2769041769041769
G03F9,4069,202,0.5246733668341709,0.26738756451216517
C04B40,4065,633,0.4493447035443866,0.582779827798278
C21B3,4062,479,0.3924035022814157,0.3412112259970458
B66B3,4059,265,0.6186689112704263,0.26336536092633656
B60C9,4059,282,0.4426011264720942,0.1554570091155457
B03B9,4057,312,0.5028082263284268,0.5260044367759428
B08B17,4057,1344,0.306456578103624,0.7912250431353217
B61C17,4055,616,0.3626634642464305,0.3706535141800247
E04F11,4041,660,0.4079147640791476,0.39891116060381093
C07D221,4030,459,0.5447521977811048,0.2456575682382134
B66B9,4029,379,0.41551441954963597,0.24770414494911888
B21B38,4014,274,0.5193184284784025,0.4875435974090683
H02H5,4013,603,0.41846921797004993,0.39247445801146275
D21H13,4012,509,0.4868052794474199,0.2846460618145563
A61K6,4010,509,0.47087026685688893,0.2428927680798005
F01P5,4007,506,0.3874136135567547,0.3269278762166209
B60B35,4003,519,0.3205133972081028,0.35723207594304274
F16C3,4001,785,0.30249907725875624,0.250687328167958
A01N51,3999,309,0.5799961678482468,0.18404601150287572
G01S11,3999,467,0.5173526140155729,0.35058764691172795
E03D5,3999,329,0.5348492523592427,0.23080770192548136
G09B29,3996,291,0.5508217993079585,0.13763763763763764
F28F13,3996,739,0.3805970149253731,0.38738738738738737
B07C3,3995,302,0.5239687848383501,0.5041301627033792
B41F13,3992,374,0.40592122424137034,0.2597695390781563
C08F20,3991,734,0.45583563200346855,0.1202706088699574
G08B19,3990,633,0.479153774557895,0.3508771929824561
F01D11,3990,282,0.4489247311827957,0.2786967418546366
C09J151,3982,511,0.5158949924972541,0.36288297338021097
H02N1,3975,910,0.3439571808110195,0.5172327044025157
C07C235,3975,568,0.5215485162137653,0.2842767295597484
A61J7,3973,473,0.4596467452681032,0.3760382582431412
A61G1,3972,389,0.4240403796976878,0.44561933534743203
G11C19,3968,79,0.6787423103212576,0.17338709677419356
A61N7,3966,415,0.4577329039234585,0.3388804841149773
B02C15,3965,524,0.45157779395650866,0.42900378310214377
B23H11,3963,236,0.5718058765269066,0.4943224829674489
C08B31,3960,606,0.4837402392013443,0.17954545454545454
E05D3,3958,338,0.44584221748400854,0.3390601313794846
B21B3,3956,384,0.4915831856096522,0.5356420626895855
B21B15,3955,383,0.5025694156651471,0.5972187104930468
H02G9,3953,615,0.45632216997728947,0.5125221350872755
B24B31,3949,504,0.45689497499025855,0.5145606482653836
B21B39,3947,313,0.4996992013276631,0.41803901697491763
E05D11,3936,373,0.42858599839731915,0.37296747967479676
G01C13,3934,488,0.4793772007975903,0.6029486527707169
E05B85,3931,321,0.46203742039786283,0.42228440600356143
B60B33,3923,1148,0.30824969325620916,0.5304613815957175
C08F214,3922,543,0.5166974738139248,0.2707802141764406
B66C19,3918,516,0.41823863593267646,0.45150587034201123
A62C27,3915,612,0.4231392500471076,0.43524904214559385
F02D45,3913,334,0.3903650857205256,0.16994633273703041
F25B31,3910,388,0.4601709171657358,0.4721227621483376
F23K3,3904,433,0.40262234932282953,0.32325819672131145
F02C3,3904,502,0.32977154308617235,0.36603483606557374
H01H31,3901,223,0.5570135746606335,0.40425531914893614
H04R19,3901,225,0.4889104350987759,0.29607792873622146
B62D15,3900,333,0.47798223931154443,0.37461538461538463
B31F1,3894,604,0.35589631898110013,0.3315356959424756
B21D51,3892,520,0.4161071820646289,0.3371017471736896
A47C21,3892,498,0.4264988595633757,0.2867420349434738
B62J1,3882,413,0.35948014954602103,0.1743946419371458
D21C5,3881,549,0.4793579363963276,0.23189899510435455
B62B9,3879,301,0.40524342887926196,0.245681876772364
A01D41,3872,375,0.4291273890858774,0.27711776859504134
F01P3,3871,476,0.34914942774819135,0.26608111599070006
G01B9,3868,249,0.5377374016655146,0.2644777662874871
H03B5,3867,280,0.44762745760070644,0.29273338505301266
H02N6,3866,628,0.35319105431309905,0.0
B22F12,3865,403,0.519788029925187,0.9280724450194049
H04Q3,3862,134,0.705412907702984,0.009321595028482652
C07C237,3861,521,0.5660499475528378,0.26443926443926447
A61L26,3858,370,0.5838467006278877,0.6171591498185588
A45B25,3853,497,0.42161697951171634,0.15624188943680248
A01K29,3850,578,0.43632246376811595,0.5750649350649351
F24S20,3849,765,0.37661118048317355,0.5762535723564562
C07C19,3841,398,0.5415931466564378,0.23795886487893778
E05F5,3834,429,0.43398093478906224,0.37819509650495564
F16F13,3833,455,0.41192443689073827,0.29063396817114534
A43B17,3829,514,0.42442056017612523,0.21833376860799164
F23C10,3829,400,0.4326671139070668,0.21546095586314964
E04G9,3825,437,0.4976005085015096,0.513202614379085
H03H17,3825,372,0.5035816304108987,0.38248366013071894
G01H11,3822,600,0.42355030447667547,0.4042386185243328
B23D21,3821,298,0.4599633531836922,0.44464799790630727
F01L13,3820,182,0.4229671011793917,0.14450261780104712
C08G75,3815,624,0.4911795620589134,0.33735255570117956
A45C5,3813,476,0.4147063808529808,0.2011539470233412
G01G17,3809,855,0.35564068270506194,0.49619322656865317
H02P1,3809,521,0.3751050803073924,0.22604358099238644
F02D13,3800,205,0.4341803638491928,0.1455263157894737
B21B31,3799,253,0.48366533864541833,0.3461437220321137
G11B19,3790,309,0.4468288944242192,0.04036939313984169
B01J38,3785,386,0.4737135552654482,0.2977542932628798
H05B1,3783,1086,0.31107215504288005,0.4160719006079831
C08F216,3779,658,0.48722304971141317,0.409102937284996
B24B53,3775,316,0.4744103701593374,0.3968211920529801
B62D7,3775,440,0.3799776391544675,0.3136423841059603
E05D15,3773,393,0.4457341465014099,0.362046117148158
D21C9,3772,503,0.47448303393213576,0.2091728525980912
H01R39,3770,572,0.4075663675885672,0.2819628647214854
B01D24,3765,687,0.38765526956076324,0.31341301460823373
E01C1,3761,394,0.47126676757659586,0.23584153150757778
C30B28,3761,435,0.4636258660508083,0.3398032438181335
F01K27,3760,658,0.329636008192143,0.42127659574468085
C40B50,3757,214,0.5936689618170438,0.4264040457812084
C08F255,3756,543,0.5030944067912645,0.2944621938232162
A47J19,3745,248,0.4758586361373818,0.13938584779706276
F04B41,3740,762,0.3196726995353998,0.5002673796791444
D05B69,3739,249,0.34626904973503175,0.2035303557100829
A21C11,3737,257,0.5017137563686892,0.3088038533583088
F16D48,3735,330,0.4203214738569404,0.23453815261044178
C25F3,3734,611,0.4143548526488635,0.3738618103910016
C07J63,3733,388,0.6204427696655676,0.2057326547013126
C12H1,3731,387,0.5097132034632035,0.3629053872956312
C08F265,3731,654,0.47534232374921076,0.3594210667381399
F04B1,3730,403,0.3901122194513716,0.27721179624664877
F28F25,3729,428,0.4795360397680199,0.4365781710914454
H04H20,3729,319,0.5887872858683065,0.24725127379994635
B67B3,3725,342,0.5149054311990283,0.45234899328859063
A47C19,3724,389,0.4700030793536035,0.3203544575725027
F16D55,3720,377,0.39045989304812834,0.28655913978494624
C09D171,3713,745,0.4347857632603309,0.2725558847293294
B22C3,3709,374,0.437802509926673,0.21569156106767323
B60Q3,3708,484,0.4218821438738451,0.46601941747572817
B60G11,3707,452,0.39149715416975994,0.3142702994335042
F25B15,3705,476,0.42845291299809996,0.24507422402159243
B23D19,3699,313,0.5204854268229436,0.5555555555555556
A61K127,3698,283,0.6006354855109304,0.23553272038939968
A46B5,3695,372,0.41142606020654804,0.1539918809201624
E03D1,3693,262,0.547965547965548,0.22014622258326563
F21S10,3692,520,0.44168539913220767,0.1958288190682557
C05F3,3686,400,0.4730579851398048,0.27699403147042867
B05C3,3685,708,0.40450846844674826,0.5153324287652646
H02P5,3683,683,0.3448259480003455,0.3714363290795547
E05D13,3679,343,0.44717957564257377,0.27942375645555856
F28C1,3677,475,0.4682964847529294,0.43268969268425345
F02M26,3676,322,0.3856778996865204,0.34738846572361265
E04H3,3671,770,0.388540308561495,0.4077907926995369
G05D109,3668,315,0.558245269107889,0.9323882224645583
C09K9,3657,711,0.4300717968332895,0.3666940114848236
E05D5,3651,334,0.42488989189385945,0.3196384552177486
H04N25,3648,313,0.5234519240742661,0.8122258771929824
E05C17,3646,405,0.4384282063627273,0.30252331321996706
B21D11,3646,427,0.4344173140954495,0.3845309928688974
F04B37,3642,875,0.3380991414189182,0.5782537067545305
B61D17,3640,492,0.35960936521848,0.3568681318681319
F21S4,3640,507,0.4338991041961339,0.22472527472527473
F16B1,3639,893,0.3312046810174151,0.23440505633415773
C07D407,3635,464,0.5622071348752476,0.2544704264099037
F02D19,3634,290,0.36142566782810687,0.25206384149697303
F16D25,3631,356,0.40100190457899204,0.21894794822362984
B65F3,3630,384,0.4643333195915956,0.39146005509641874
D06L1,3628,378,0.41829787234042554,0.15380374862183022
C07C311,3625,544,0.5394342852855516,0.2502068965517241
B41F31,3623,376,0.4571547361328153,0.3866961081976263
C01G3,3618,555,0.48259166076997667,0.3313985627418463
A01B33,3615,403,0.40038653366583543,0.3723374827109267
C01D5,3612,412,0.4776074900113304,0.329734219269103
H01Q7,3609,293,0.4774025358454793,0.1282903851482405
A47C31,3609,544,0.4390939288320794,0.2876142975893599
C07C4,3606,295,0.46350928047127027,0.2273987798114254
C08F293,3589,611,0.4955870279146141,0.26692672053496797
A23P20,3587,350,0.5040246447381497,0.3621410649567884
E06C1,3585,425,0.45392311743022645,0.297350069735007
H01C17,3583,411,0.48026031928663887,0.32961205693552886
B21D26,3582,361,0.4626134047089214,0.3076493579006142
H02P7,3582,595,0.3460530513650244,0.24427694025683974
G01B3,3573,475,0.3694413587988677,0.2625244892247411
B01D25,3573,450,0.4660534515819751,0.40190316260845227
B64D45,3569,590,0.42946377869716884,0.41664331745586997
H01H73,3569,187,0.5186839012925969,0.2874754833286635
A62C35,3568,659,0.4348247763299551,0.41760089686098656
B65D41,3566,470,0.39730778381741977,0.2406057206954571
C08L35,3559,615,0.4939065348814893,0.32621522899690925
A21C9,3557,229,0.5651631515340533,0.35816699465842
G11C13,3554,240,0.42130269829450767,0.2734946539110861
C08F292,3554,633,0.5198500742082358,0.3505908835115363
F16L41,3552,732,0.38386605783866057,0.34065315315315314
A62B7,3549,549,0.40838807749228223,0.306283460129614
C10N50,3548,522,0.38964725062990957,0.23083427282976324
E01B29,3544,360,0.43813279501744834,0.3696388261851016
A61D7,3542,427,0.45243063263041067,0.45398080180688877
F02B39,3540,441,0.3372546572222049,0.1669491525423729
F24S25,3537,530,0.5024150422632396,0.702572801809443
B65H51,3534,554,0.41510165969646756,0.5362195812110923
F16C17,3531,514,0.367990154109589,0.25205324270744833
A61C13,3531,511,0.4510155778661263,0.3341829510053809
G05D7,3527,728,0.36103353282036665,0.26594839807201587
B22C7,3526,434,0.4701490934089542,0.3581962563811685
H01G2,3524,388,0.504757418747056,0.380533484676504
G01S1,3523,434,0.48852797112657903,0.11268804995742265
C25D1,3521,547,0.45050593631948194,0.3990343652371485
F16H48,3521,363,0.37388427208371805,0.25986935529679067
A23N15,3520,338,0.4935501066098081,0.39232954545454546
B60L1,3517,450,0.41818472355385106,0.477964174011942
D01H5,3515,236,0.4292212317963391,0.15874822190611665
B41F19,3514,498,0.43795210166177906,0.3895845190665908
C07D309,3514,539,0.528551377192251,0.2618099032441662
B21J1,3514,387,0.4438852813852814,0.448207171314741
B04B7,3510,435,0.4350461893764434,0.4361823361823362
B66C5,3508,493,0.4419302547903072,0.677023945267959
H04S7,3502,210,0.6217948717948718,0.33894917190177043
B65G27,3502,515,0.43067738791423,0.45088520845231295
B63H1,3499,460,0.40774750843262975,0.40440125750214345
A45C15,3497,543,0.3938659546792634,0.15784958535887905
G16H15,3495,247,0.6370692539310806,0.7553648068669528
C22B21,3495,489,0.4283384456781673,0.4228898426323319
F27B7,3487,446,0.4614117503508023,0.3928878692285632
C07C25,3481,439,0.5817815380093633,0.3137029589198506
F16L101,3481,383,0.5304738223511535,0.5917839701235277
B64U20,3478,711,0.39799032615365,0.9304197814836113
C10L9,3472,356,0.45508234503289,0.18692396313364054
G16C10,3471,432,0.4149509405323359,0.8789974070872947
E05B81,3469,255,0.4995294560511952,0.43268953588930525
C30B11,3463,300,0.5048697263462364,0.2951198382904996
F02D9,3458,396,0.3545162165303987,0.1937536148062464
G01L25,3458,326,0.49950311508619044,0.448235974551764
F01M1,3457,368,0.3575117898046261,0.24472085623372866
D21F11,3457,412,0.4593833860098992,0.31790569858258605
B23K10,3454,429,0.44825235566403887,0.3294730746960046
C07C249,3452,594,0.5189212054694288,0.31662804171494785
E05F1,3451,475,0.41052424122979897,0.3323674297305129
B21D55,3448,250,0.5407796787253494,0.5301624129930395
C09J201,3443,685,0.4370489001859143,0.199535288992158
B63B27,3442,461,0.4152181979050718,0.47239976757699015
B22D1,3442,397,0.44568527918781725,0.3866937826844858
A23L15,3440,294,0.5660452855058137,0.3122093023255814
C09D191,3440,666,0.430100492467608,0.19534883720930232
B26B19,3437,278,0.4454018445322793,0.23625254582484725
B28B15,3435,394,0.5106477373558119,0.3962154294032023
G09F19,3433,734,0.3817885522489591,0.3169239732012817
B02C2,3428,529,0.44572549981601867,0.5697199533255543
G09F7,3426,780,0.38853212375063273,0.318739054290718
C08L45,3424,594,0.45399460374079664,0.24269859813084113
H02K35,3424,834,0.3265846292696473,0.36477803738317754
C10G3,3424,308,0.47058823529411764,0.1366822429906542
C03C15,3424,426,0.504382443463134,0.3805490654205608
B23D45,3422,331,0.4064793535473349,0.4041496201052016
H01C1,3421,364,0.48104559158874216,0.35486699795381466
B21J9,3421,364,0.4396473883166771,0.4913767904121602
H04R5,3419,352,0.48831764224314367,0.3208540508920737
B65B27,3417,395,0.4308692942825985,0.39800995024875624
B63B17,3411,704,0.4069359604309676,0.6300205218411024
B62K21,3410,362,0.3295728876508821,0.22551319648093843
G16B50,3410,185,0.565723893592746,0.819941348973607
B23B19,3404,253,0.43416733067729085,0.3078730904817861
G02C5,3399,398,0.4622682521416699,0.2865548690791409
H04B13,3398,315,0.5367002539526501,0.48381400824014126
B61L15,3397,401,0.4519086661377061,0.6261407123932882
B01L7,3395,449,0.4576198071849199,0.4500736377025037
C25D13,3393,654,0.4325153374233129,0.33775419982316535
E05D7,3392,299,0.43636818636818636,0.3313679245283019
C09J153,3384,467,0.5439191694475343,0.3135342789598109
E21B37,3382,355,0.45726564511975276,0.42696629213483145
G01G21,3380,522,0.46851934192974654,0.43875739644970413
C12G1,3376,267,0.5598341909662664,0.2106042654028436
D03D47,3374,315,0.3796182518227247,0.18494368701837582
A47L23,3373,430,0.4211626430869575,0.29914023124814704
B05B17,3367,901,0.3654543157331457,0.34244134244134244
F01N5,3367,582,0.32933118932761596,0.25066825066825066
B62H5,3366,305,0.4269228247328044,0.16072489601901366
D01D13,3361,416,0.45994315191072743,0.2740255876227313
B24B23,3358,419,0.36251383508577756,0.3436569386539607
E05C19,3350,579,0.3841409108415174,0.3328358208955224
A47G29,3344,552,0.3802550091074681,0.125
E21F13,3341,525,0.3960279261261657,0.5034420832086202
B65H26,3341,470,0.4193158732773294,0.553127806046094
C10G47,3339,236,0.5185062910384799,0.18298891883797544
D07B1,3332,493,0.3609958851157571,0.19777911164465786
B29K23,3331,654,0.38436383854947087,0.27889522665866107
E05B83,3330,241,0.46868956787736016,0.3933933933933934
B43L21,3330,225,0.5890195127863289,0.2648648648648649
B60Q5,3330,412,0.4838928976086827,0.2852852852852853
H04R7,3312,263,0.5006778661951076,0.33393719806763283
B62D3,3311,411,0.38036339230068555,0.3358501963153126
C07C269,3311,521,0.5711979527008428,0.3578979160374509
C01G39,3310,467,0.499925843529848,0.39365558912386706
H04H60,3307,218,0.6288113695090439,0.11127910492893861
G01K15,3304,370,0.5276922165620187,0.46882566585956414
F22B35,3303,434,0.4353248259860789,0.43627005752346354
B63B73,3302,389,0.45188844706858927,0.8846153846153846
F16L33,3298,507,0.41937765205091937,0.3159490600363857
C09J5,3298,764,0.38518181285158015,0.22528805336567617
E02B17,3294,486,0.45354447923617885,0.34790528233151186
B60G7,3290,348,0.41476082767864625,0.3018237082066869
F24S50,3290,540,0.46217108678947477,0.5115501519756839
F16D1,3281,658,0.31903742319865946,0.24230417555623285
F21W102,3273,262,0.5662013662013662,0.4485181790406355
B23D15,3272,326,0.5054084011772351,0.41075794621026895
C03C1,3269,515,0.43575627436647174,0.4135821352095442
E03B1,3267,660,0.43978570734618533,0.3921028466483012
B41C1,3265,469,0.4205089558960032,0.22480857580398161
F02F3,3264,406,0.33644940176399774,0.19209558823529413
D03D49,3260,299,0.40137865137865136,0.27515337423312886
H01P3,3255,294,0.466859671421174,0.3403993855606759
C08H7,3254,659,0.4851319746074173,0.3970497848801475
B23C9,3252,249,0.5303972877785458,0.5980934809348093
B31B1,3251,321,0.3980205437589953,0.0
G09F27,3250,599,0.4477476869807651,0.3076923076923077
E01H5,3248,443,0.42195423623995054,0.2789408866995074
C22B13,3246,324,0.46276194346084637,0.3123844731977819
C07C315,3243,462,0.5956048119730984,0.32870798643231575
B65B59,3241,329,0.5343614566330838,0.6689293427954335
F16M7,3240,862,0.38789560603189216,0.6333333333333333
B27B5,3238,272,0.4547156822249759,0.26961087090796787
A61D3,3237,292,0.5208447679274549,0.5183812171763978
F16C29,3236,557,0.37221192311445017,0.2741038318912237
B23B45,3233,310,0.36962223444308134,0.1862047633776678
C01G31,3227,385,0.547469003321805,0.37062286953827084
F16L27,3226,563,0.3872740005092946,0.34872907625542465
F16D41,3222,474,0.3064701860448379,0.2032898820608318
B65B37,3219,410,0.4421761333526039,0.36222429325877603
A23N7,3218,262,0.5247401247401248,0.3213175885643257
H01J29,3214,253,0.4795537848605578,0.03827006845052894
G01V11,3214,396,0.5385877216775811,0.5332918481642813
B81B3,3213,394,0.36888668510882616,0.16277622159975103
F25D3,3212,842,0.351311084624553,0.41594022415940224
C09D131,3211,501,0.5176215885586434,0.15073185923388352
A24D1,3203,307,0.4786238136324418,0.46581330003122073
B60L5,3203,496,0.3940593408939731,0.24196066187948798
B63B9,3201,345,0.4530032564404208,0.0
E05B3,3199,241,0.4755810273900355,0.2735229759299781
D01F11,3199,438,0.5462722767056839,0.3113472960300094
C11D10,3198,280,0.5523205983949303,0.07410881801125703
F04C28,3197,324,0.471120914842979,0.2802627463246794
B05B5,3187,575,0.4287640805965413,0.30969563853153437
B66D5,3185,327,0.43884140550807216,0.3287284144427002
B63B22,3181,522,0.4392100192678227,0.6051556114429425
G01N7,3175,336,0.49723975472478465,0.3543307086614173
C08L93,3171,673,0.42214115710567873,0.16020182907600125
G05D16,3170,700,0.34805326141918086,0.30441640378548895
C03C21,3170,299,0.5252980252980253,0.3675078864353312
B65D61,3169,360,0.45318686133671343,0.30640580624802777
B27N1,3166,476,0.47416169347285037,0.270056854074542
B66D3,3164,516,0.4228502514392336,0.34260429835651074
B05B11,3155,413,0.4058394160583942,0.19429477020602218
B41M7,3153,598,0.4357058259545429,0.38027275610529654
F02M59,3150,278,0.3895915678524374,0.15333333333333332
B22D13,3145,381,0.45770685876226774,0.28012718600953895
B65H31,3142,290,0.4560830429732869,0.31317632081476765
D01H1,3140,235,0.4093162646144739,0.2818471337579618
E21D15,3139,301,0.5418284662521604,0.39917171073590313
B64D11,3139,555,0.3521372225279765,0.23128384835935012
B22D7,3139,410,0.44802958038252155,0.5087607518317936
B05B3,3138,655,0.38607089506665787,0.42447418738049714
A47K7,3136,520,0.40946057967334565,0.27519132653061223
B60K37,3135,532,0.41351785141063596,0.312280701754386
G05D9,3122,611,0.387525926886181,0.30557335041639977
G06M1,3119,892,0.3322404924103588,0.4148765630009619
B29D11,3117,494,0.44299008163197723,0.2191209496310555
A47B83,3116,459,0.4630024185189451,0.3578305519897304
A61M29,3115,210,0.5193701226309922,0.3325842696629214
C09K109,3111,291,0.6099096501345637,0.3960141433622629
B27K9,3110,501,0.41852379457710603,0.2157556270096463
B65B33,3108,351,0.5371669466126535,0.5025740025740025
F03G6,3107,473,0.39942178253602567,0.2507241712262633
B62K5,3106,349,0.36357881761090105,0.24018029620090148
G11C8,3103,110,0.5751124956732433,0.43345149854979054
C25D9,3102,517,0.47627970231574174,0.3136686009026435
B66B23,3098,312,0.45228103142290427,0.15752098127824402
D06M23,3097,545,0.4514892662738782,0.2667097190829835
C10G2,3094,297,0.48308543756485645,0.17420814479638008
B29D23,3094,657,0.39248313373952426,0.41338073691014865
B63B3,3092,477,0.4135109926715523,0.4589262613195343
B28B21,3091,360,0.5176908752327747,0.3545778065351019
B01F9,3085,502,0.4366573146292585,0.1974068071312804
C07J9,3080,454,0.5600729941329985,0.26915584415584415
B62J6,3078,366,0.39145702782066416,0.18745938921377517
B60G21,3075,318,0.41277878239903554,0.24682926829268292
C11D9,3072,338,0.5752842928216062,0.10709635416666667
B29C71,3071,759,0.40843136021471554,0.28752849234776945
B01F25,3069,804,0.3683083178445895,0.8670576735092864
H01B19,3064,538,0.49050774166550426,0.3998041775456919
F17C7,3063,544,0.4009590003478593,0.35520731309174014
A01F11,3061,206,0.5111561866125761,0.27703364913426987
F28B9,3061,676,0.3722249901896376,0.5818360013067625
D21D1,3060,374,0.47075616613048143,0.3303921568627451
G02C11,3058,424,0.4936452364602447,0.29856115107913667
C22C18,3057,427,0.46456159822419535,0.2983316977428852
F01N1,3057,344,0.39709488775702695,0.1822047759241086
G02B30,3056,365,0.5225788776768184,0.6825916230366492
C22C5,3049,478,0.40700574966828834,0.26697277795998686
G01C22,3047,468,0.4761641054040334,0.4138496882179193
G01P13,3047,658,0.4251303295475703,0.40006563833278636
A63B67,3046,345,0.4393296165584028,0.2593565331582403
E02B5,3045,406,0.49977888607719334,0.5008210180623974
B60K28,3042,323,0.4985981308411215,0.18408941485864563
B65D23,3042,565,0.3895185299899496,0.2859960552268245
G01P21,3041,322,0.556916144200627,0.3853995396251233
A61Q7,3040,227,0.6239285714285714,0.37763157894736843
A45D34,3040,435,0.4070759558634847,0.21578947368421053
B24B13,3039,299,0.5213622713622713,0.4126357354392892
C08L31,3038,602,0.47253756260434054,0.13462804476629361
C23C26,3037,813,0.3685527697858154,0.4313467237405334
F02M51,3034,211,0.4109311740890688,0.10184574818721161
B65G29,3033,576,0.42374932350669803,0.4856577645895153
C05F9,3029,388,0.5051477020388937,0.2832618025751073
B04B5,3027,544,0.4232424579328973,0.49454905847373637
C07C55,3019,531,0.5297659964484162,0.2898310698906923
H01Q17,3018,381,0.5466906786168,0.643141153081511
D21C3,3014,421,0.4814379189457697,0.1645653616456536
C07D473,3013,369,0.6770447134497699,0.2074344507135745
G01B15,3009,516,0.46377833905992827,0.4905284147557328
C09J103,3007,506,0.4843005459307646,0.15530428999002327
G21C15,3004,322,0.489615987460815,0.3918109187749667
A47K5,3002,411,0.4255237547341675,0.19087275149900065
A47G23,3000,541,0.41384637667165547,0.15133333333333332
C07C35,2997,439,0.5869880125123339,0.3039706373039706
C09J167,2995,583,0.4745622885631195,0.28447412353923207
B60M1,2991,494,0.41379795671683806,0.28986960882647944
E04G25,2989,236,0.612486702615458,0.6731348277015724
B67B7,2989,382,0.4018886265796417,0.37136165941786553
H03H11,2986,335,0.467527768732588,0.39752176825184193
B23H1,2985,335,0.4546474185028402,0.2988274706867672
B63B25,2982,466,0.3892995456915171,0.4362843729040912
B61L25,2980,302,0.4822073578595318,0.4590604026845638
C30B23,2980,250,0.5433590178921248,0.5486577181208053
A23L23,2978,257,0.6179712830013895,0.24848891873740767
E04G15,2975,136,0.6872404892829088,0.21714285714285714
B60J10,2972,323,0.4759735202492212,0.2873485868102288
D21H25,2967,558,0.4483569900836088,0.47792382878328277
B63B1,2967,425,0.37941581795569895,0.3714189416919447
A41H43,2964,484,0.3797586287212843,0.5398110661268556
A01D69,2961,403,0.3776059850374065,0.3022627490712597
A47B95,2960,573,0.4304236949642056,0.5668918918918919
H02K49,2960,480,0.3526661579081252,0.3422297297297297
C07F1,2954,546,0.5093705990683566,0.1939742721733243
F16B19,2954,554,0.3829335332333833,0.2156398104265403
A01K15,2952,464,0.4333981275412946,0.36212737127371275
A62B35,2951,397,0.46457623851442525,0.5205015249068112
C07B61,2948,502,0.5115350701402805,0.07327001356852103
F01K17,2948,386,0.46934834638816364,0.45454545454545453
B24C5,2945,376,0.4959212054307465,0.41392190152801356
B22C5,2943,217,0.5444033905672679,0.41012572205232756
G16B25,2942,161,0.6052862033277605,0.8089734874235214
B62M9,2937,227,0.36404761904761906,0.1807967313585291
B23B25,2933,247,0.4668450986952158,0.4568700988748721
B65D75,2933,497,0.34951130740604425,0.11933174224343675
C22C49,2931,508,0.4299847376041952,0.26270897304674173
C08L65,2931,558,0.5140514615334759,0.29819174343227567
C01G41,2928,460,0.5069611000162442,0.3452868852459016
A01G20,2928,465,0.4453077520032164,0.632172131147541
G05F3,2921,168,0.5813070463672874,0.2533378979801438
B29B11,2920,735,0.34702435533290094,0.26986301369863014
B63B43,2916,476,0.42339497417507427,0.5185185185185185
B21D41,2916,320,0.4288038410412079,0.3398491083676269
F24H7,2914,639,0.3683836379254169,0.3088538091969801
G01T7,2911,375,0.5086771022514341,0.5135692201992442
F04B9,2909,521,0.33388384255436276,0.2633207287727741
F01D21,2909,402,0.44858395989974936,0.5139223100721898
H01H47,2909,325,0.46055035286425783,0.27122722585080783
C08F6,2908,443,0.5177798392084106,0.1997936726272352
B60K26,2901,291,0.46859381007304884,0.22302654257152707
C07F3,2900,490,0.5391490221159996,0.19448275862068964
A42B1,2900,489,0.39890654971649725,0.16551724137931034
G01L27,2900,346,0.5053901959454878,0.46793103448275863
B23B29,2896,198,0.4305075876504448,0.2676104972375691
B44D3,2889,537,0.35987958976513,0.3191415714780201
C07D217,2887,363,0.6542320714065867,0.2753723588500173
C04B30,2887,478,0.4801061477222468,0.28229996536196744
B22D29,2884,342,0.5050494534096824,0.6067961165048543
F22B31,2882,419,0.3996725696365984,0.2921582234559334
D06B21,2878,293,0.46794643915155826,0.21334259902710215
E02B9,2878,430,0.4927991420254328,0.3669214732453092
C08L57,2876,489,0.5149948031535985,0.27086230876216966
E04F17,2875,560,0.44608533940786216,0.4497391304347826
G03B35,2869,272,0.5255404102987746,0.11014290693621472
F03B15,2868,368,0.5041545025825286,0.44490934449093444
E05B45,2867,317,0.5081993731675261,0.19358214161144052
C09J129,2865,606,0.4805333157611501,0.24781849912739964
E01C5,2864,427,0.5159156492785794,0.4032821229050279
A61F11,2864,362,0.4654905601980811,0.2943435754189944
